TimOcurrencia,DesCPOcurrencia,EdatConstruccion,Clase_Alta,Clase_MediaAlta,Clase_Media,Clase_MediaSencilla,Clase_Sencilla,Temperatura_max,Temperatura_min,Humitat_max,Humitat_min,Precipitacio_max,Precipitacio_min,IrrSolar_max,IrrSolar_min,Vent_max,Vent_min,ProbabilitatManifestacio,ProbabilitatFesta,VolumSinistres
2017-01-03,8028,46,653,483,3201,73,227,13.9,5.7,78.0,44.0,0.0,0.0,717.0,0.0,11.9,3.3,0.0,144440.86,0.0
2017-01-03,8007,69,127,40,343,7,5,15.5,7.3,77.0,32.0,0.0,0.0,702.0,0.0,10.3,1.7,0.0,144440.86,0.0
2017-01-03,8003,82,320,177,1407,41,151,15.3,7.1,87.5,40.0,0.0,0.0,701.0,0.0,12.2,1.2,0.0,144440.86,0.0
2017-01-03,43700,25,298,433,1339,17,67,15.1,6.9,98.0,48.0,0.0,0.0,700.0,0.0,14.1,0.7,0.0,144440.86,0.0
2017-01-03,43006,34,145,144,443,5,71,17.8,8.6,100.0,41.0,0.0,0.0,726.0,0.0,10.1,0.7,0.0,144440.86,0.0
2017-01-03,8593,33,0,1,5,0,0,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,17134,32,2,5,13,0,0,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,17003,26,226,227,512,14,32,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,17176,28,16,29,38,1,1,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,17177,34,3,11,9,0,0,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,17178,28,14,85,66,0,9,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,17179,34,2,5,12,0,0,16.3,7.1,97.0,54.0,0.0,0.0,714.0,0.0,9.75,1.5,0.0,144440.86,0.0
2017-01-03,8380,28,95,605,538,19,34,14.8,5.6,94.0,67.0,0.0,0.0,702.0,0.0,9.4,2.3,0.0,144440.86,1.9373297998138448
2017-01-03,8585,54,2,2,27,0,1,13.25,3.5999999999999996,96.0,51.5,0.0,0.0,711.5,0.0,9.55,1.5499999999999998,0.0,144440.86,0.0
2017-01-03,8529,23,4,0,15,0,1,11.7,1.6,98.0,36.0,0.0,0.0,721.0,0.0,9.7,0.8,0.0,144440.86,0.0
2017-01-04,17480,30,204,191,1111,14,49,16.3,9.5,90.0,47.0,3.7,0.0,588.0,0.0,12.7,2.0,0.0,83202.31,0.0
2017-01-04,8001,69,242,259,3062,166,245,14.9,11.1,88.0,62.0,3.3,0.0,326.0,0.0,6.7,1.6,0.0,83202.31,0.0
2017-01-04,8028,46,653,483,3201,73,227,12.9,7.5,100.0,69.0,2.3,0.0,284.0,0.0,12.1,2.8,0.0,83202.31,0.0
2017-01-04,8007,69,127,40,343,7,5,15.3,8.3,94.0,57.0,2.8,0.0,282.0,0.0,7.7,1.7,0.0,83202.31,0.0
2017-01-04,8003,82,320,177,1407,41,151,16.55,7.8500000000000005,94.5,51.0,1.4,0.0,576.0,0.0,10.45,1.5499999999999998,0.0,83202.31,1.6334790994236712
2017-01-04,43700,25,298,433,1339,17,67,17.8,7.4,95.0,45.0,0.0,0.0,870.0,0.0,13.2,1.4,0.0,83202.31,0.0
2017-01-04,43006,34,145,144,443,5,71,19.9,10.9,93.0,35.0,0.0,0.0,926.0,0.0,16.9,1.5,0.0,83202.31,0.0
2017-01-04,8593,33,0,1,5,0,0,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,17134,32,2,5,13,0,0,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,17003,26,226,227,512,14,32,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,17176,28,16,29,38,1,1,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,17177,34,3,11,9,0,0,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,17178,28,14,85,66,0,9,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,17179,34,2,5,12,0,0,16.9,8.55,95.5,51.5,0.25,0.0,602.0,0.0,13.799999999999999,1.35,0.0,83202.31,0.0
2017-01-04,8380,28,95,605,538,19,34,13.9,6.2,98.0,68.0,0.5,0.0,278.0,0.0,10.7,1.2,0.0,83202.31,0.0
2017-01-04,8585,54,2,2,27,0,1,11.350000000000001,5.1,99.0,72.0,2.75,0.0,301.0,0.0,10.25,1.05,0.0,83202.31,0.0
2017-01-04,8529,23,4,0,15,0,1,8.8,4.0,100.0,76.0,5.0,0.0,324.0,0.0,9.8,0.9,0.0,83202.31,0.0
2017-01-05,17480,30,204,191,1111,14,49,16.8,9.0,84.0,44.0,0.0,0.0,1008.0,0.0,16.2,0.9,0.0,185709.55,1.3026839704400333
2017-01-05,8001,69,242,259,3062,166,245,17.5,11.8,81.0,38.0,0.0,0.0,944.0,0.0,8.8,0.9,0.0,185709.55,0.0
2017-01-05,8028,46,653,483,3201,73,227,15.5,7.8,95.0,47.0,0.0,0.0,934.0,0.0,9.3,1.5,0.0,185709.55,0.0
2017-01-05,8007,69,127,40,343,7,5,16.9,9.7,81.0,37.0,0.0,0.0,983.0,0.0,7.3,1.0,0.0,185709.55,0.0
2017-01-05,8003,82,320,177,1407,41,151,17.2,9.25,84.5,35.5,0.0,0.0,990.0,0.0,10.95,1.05,0.0,185709.55,0.0
2017-01-05,43700,25,298,433,1339,17,67,17.5,8.8,88.0,34.0,0.0,0.0,997.0,0.0,14.6,1.1,0.0,185709.55,0.0
2017-01-05,43006,34,145,144,443,5,71,21.2,10.0,71.0,21.0,0.0,0.0,1009.0,0.0,11.7,2.3,0.0,185709.55,0.0
2017-01-05,8593,33,0,1,5,0,0,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,17134,32,2,5,13,0,0,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,17003,26,226,227,512,14,32,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,17176,28,16,29,38,1,1,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,17177,34,3,11,9,0,0,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,17178,28,14,85,66,0,9,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,17179,34,2,5,12,0,0,19.1,8.65,82.5,36.5,0.0,0.0,980.5,0.0,10.95,2.0,0.0,185709.55,0.0
2017-01-05,8380,28,95,605,538,19,34,17.0,7.3,94.0,52.0,0.0,0.0,952.0,0.0,10.2,1.7,0.0,185709.55,0.0
2017-01-05,8585,54,2,2,27,0,1,15.0,5.6,92.0,44.5,0.0,0.0,941.5,0.0,10.899999999999999,0.85,0.0,185709.55,0.0
2017-01-05,8529,23,4,0,15,0,1,13.0,3.9,90.0,37.0,0.0,0.0,931.0,0.0,11.6,0.0,0.0,185709.55,0.0
2017-01-06,17480,30,204,191,1111,14,49,27.3,15.5,74.0,36.0,0.0,0.0,986.0,0.0,9.4,1.0,0.0,238196.47,0.0
2017-01-06,8001,69,242,259,3062,166,245,24.1,19.5,79.0,51.0,0.0,0.0,955.0,0.0,6.4,1.1,0.0,238196.47,0.0
2017-01-06,8028,46,653,483,3201,73,227,24.9,17.7,88.0,45.0,0.0,0.0,967.0,0.0,7.7,0.8,0.0,238196.47,0.0
2017-01-06,8007,69,127,40,343,7,5,25.6,16.7,81.0,38.0,0.0,0.0,973.0,0.0,6.8,1.1,0.0,238196.47,0.0
2017-01-06,8003,82,320,177,1407,41,151,25.55,14.5,85.5,40.5,0.0,0.0,974.5,0.0,6.65,1.15,0.0,238196.47,0.0
2017-01-06,43700,25,298,433,1339,17,67,25.5,12.3,90.0,43.0,0.0,0.0,976.0,0.0,6.5,1.2,0.0,238196.47,0.0
2017-01-06,43006,34,145,144,443,5,71,24.8,15.5,87.0,43.0,0.0,0.0,976.0,0.0,5.7,1.1,0.0,238196.47,0.0
2017-01-06,8593,33,0,1,5,0,0,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,17134,32,2,5,13,0,0,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,17003,26,226,227,512,14,32,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,17176,28,16,29,38,1,1,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,17177,34,3,11,9,0,0,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,17178,28,14,85,66,0,9,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,17179,34,2,5,12,0,0,24.35,15.05,88.0,51.5,0.0,0.0,953.5,0.0,5.5,1.6500000000000001,0.0,238196.47,0.0
2017-01-06,8380,28,95,605,538,19,34,23.9,14.6,89.0,60.0,0.0,0.0,931.0,0.0,5.3,2.2,0.0,238196.47,0.0
2017-01-06,8585,54,2,2,27,0,1,23.7,13.7,94.5,54.0,2.55,0.0,1017.0,0.0,6.85,1.1,0.0,238196.47,0.0
2017-01-06,8529,23,4,0,15,0,1,23.5,12.8,100.0,48.0,5.1,0.0,1103.0,0.0,8.4,0.0,0.0,238196.47,0.0
2017-01-07,17480,30,204,191,1111,14,49,23.8,14.5,91.0,43.0,0.0,0.0,926.0,0.0,14.3,0.9,0.0,79641.59,0.0
2017-01-07,8001,69,242,259,3062,166,245,23.2,18.2,65.0,36.0,0.0,0.0,985.0,0.0,8.6,1.8,0.0,79641.59,0.0
2017-01-07,8028,46,653,483,3201,73,227,23.4,13.7,73.0,40.0,0.0,0.0,1034.0,0.0,10.9,1.7,0.0,79641.59,0.0
2017-01-07,8007,69,127,40,343,7,5,24.3,16.3,63.0,31.0,0.0,0.0,1017.0,0.0,10.2,1.4,0.0,79641.59,0.0
2017-01-07,8003,82,320,177,1407,41,151,25.9,16.4,62.0,30.0,0.0,0.0,1008.0,0.0,11.35,1.9,0.0,79641.59,0.0
2017-01-07,43700,25,298,433,1339,17,67,27.5,16.5,61.0,29.0,0.0,0.0,999.0,0.0,12.5,2.4,0.0,79641.59,0.0
2017-01-07,43006,34,145,144,443,5,71,28.8,17.3,55.0,25.0,0.0,0.0,987.0,0.0,12.1,3.7,0.0,79641.59,0.0
2017-01-07,8593,33,0,1,5,0,0,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,17134,32,2,5,13,0,0,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,17003,26,226,227,512,14,32,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,17176,28,16,29,38,1,1,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,17177,34,3,11,9,0,0,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,17178,28,14,85,66,0,9,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,17179,34,2,5,12,0,0,26.35,15.55,73.0,32.5,0.0,0.0,998.0,0.0,9.7,2.4000000000000004,0.0,79641.59,0.0
2017-01-07,8380,28,95,605,538,19,34,23.9,13.8,91.0,40.0,0.0,0.0,1009.0,0.0,7.3,1.1,0.0,79641.59,0.0
2017-01-07,8585,54,2,2,27,0,1,21.85,11.5,90.0,42.0,0.15,0.0,983.5,0.0,8.35,1.05,0.0,79641.59,0.0
2017-01-07,8529,23,4,0,15,0,1,19.8,9.2,89.0,44.0,0.3,0.0,958.0,0.0,9.4,1.0,0.0,79641.59,0.0
2017-01-08,17480,30,204,191,1111,14,49,31.2,23.3,88.0,52.0,0.0,0.0,831.0,0.0,11.6,1.8,0.0,72781.74,0.0
2017-01-08,8001,69,242,259,3062,166,245,28.2,25.0,88.0,69.0,0.3,0.0,709.0,0.0,7.6,1.8,0.0,72781.74,0.0
2017-01-08,8028,46,653,483,3201,73,227,29.1,21.4,96.0,60.0,0.1,0.0,545.0,0.0,13.0,3.0,0.0,72781.74,0.0
2017-01-08,8007,69,127,40,343,7,5,30.4,23.6,83.0,55.0,0.0,0.0,687.0,0.0,7.5,1.3,0.0,72781.74,0.0
2017-01-08,8003,82,320,177,1407,41,151,30.65,23.05,87.5,59.0,0.1,0.0,666.5,0.0,7.4,1.35,0.0,72781.74,0.0
2017-01-08,43700,25,298,433,1339,17,67,30.9,22.5,92.0,63.0,0.2,0.0,646.0,0.0,7.3,1.4,0.0,72781.74,0.0
2017-01-08,43006,34,145,144,443,5,71,29.0,24.2,93.0,68.0,0.4,0.0,499.0,0.0,8.1,1.4,0.0,72781.74,0.0
2017-01-08,8593,33,0,1,5,0,0,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,17134,32,2,5,13,0,0,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,17003,26,226,227,512,14,32,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,17176,28,16,29,38,1,1,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,17177,34,3,11,9,0,0,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,17178,28,14,85,66,0,9,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,17179,34,2,5,12,0,0,29.75,23.25,95.0,66.5,0.35,0.0,616.0,0.0,8.25,2.45,0.0,72781.74,0.0
2017-01-08,8380,28,95,605,538,19,34,30.5,22.3,97.0,65.0,0.3,0.0,733.0,0.0,8.4,3.5,0.0,72781.74,0.0
2017-01-08,8585,54,2,2,27,0,1,29.65,21.3,89.0,55.0,0.35,0.0,704.0,0.0,10.350000000000001,2.15,0.0,72781.74,0.0
2017-01-08,8529,23,4,0,15,0,1,28.8,20.3,81.0,45.0,0.4,0.0,675.0,0.0,12.3,0.8,0.0,72781.74,0.0
2017-01-09,17480,30,204,191,1111,14,49,26.9,19.1,63.0,29.0,0.3,0.0,832.0,0.0,14.3,5.1,0.0,69653.71,0.0
2017-01-09,8001,69,242,259,3062,166,245,24.7,21.2,72.0,49.0,0.0,0.0,687.0,0.0,8.6,1.2,0.0,69653.71,0.0
2017-01-09,8028,46,653,483,3201,73,227,21.9,17.2,89.0,60.0,0.0,0.0,710.0,0.0,9.6,1.2,0.0,69653.71,0.0
2017-01-09,8007,69,127,40,343,7,5,24.4,18.2,80.0,48.0,0.0,0.0,817.0,0.0,7.9,0.6,0.0,69653.71,1.4217122552208366
2017-01-09,8003,82,320,177,1407,41,151,26.15,17.549999999999997,88.0,41.0,0.0,0.0,838.0,0.0,7.800000000000001,0.75,0.0,69653.71,0.0
2017-01-09,43700,25,298,433,1339,17,67,27.9,16.9,96.0,34.0,0.0,0.0,859.0,0.0,7.7,0.9,0.0,69653.71,0.0
2017-01-09,43006,34,145,144,443,5,71,29.1,18.6,96.0,27.0,0.0,0.0,960.0,0.0,11.9,1.5,0.0,69653.71,0.0
2017-01-09,8593,33,0,1,5,0,0,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,17134,32,2,5,13,0,0,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,17003,26,226,227,512,14,32,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,17176,28,16,29,38,1,1,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,17177,34,3,11,9,0,0,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,17178,28,14,85,66,0,9,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,17179,34,2,5,12,0,0,27.200000000000003,17.4,96.5,41.0,0.0,0.0,883.0,0.0,10.5,2.05,0.0,69653.71,0.0
2017-01-09,8380,28,95,605,538,19,34,25.3,16.2,97.0,55.0,0.0,0.0,806.0,0.0,9.1,2.6,0.0,69653.71,0.0
2017-01-09,8585,54,2,2,27,0,1,23.450000000000003,14.649999999999999,98.5,44.0,0.15,0.0,888.0,0.0,10.399999999999999,2.3,0.0,69653.71,0.0
2017-01-09,8529,23,4,0,15,0,1,21.6,13.1,100.0,33.0,0.3,0.0,970.0,0.0,11.7,2.0,0.0,69653.71,0.0
2017-01-10,17480,30,204,191,1111,14,49,22.8,15.4,85.0,42.0,0.0,0.0,699.0,0.0,10.0,0.8,0.0,189065.86,0.0
2017-01-10,8001,69,242,259,3062,166,245,20.6,18.6,92.0,67.0,2.7,0.0,158.0,0.0,5.5,1.3,0.0,189065.86,0.0
2017-01-10,8028,46,653,483,3201,73,227,17.2,16.0,98.0,86.0,0.2,0.0,204.0,0.0,5.2,2.1,0.0,189065.86,0.0
2017-01-10,8007,69,127,40,343,7,5,20.3,17.8,95.0,73.0,3.6,0.0,207.0,0.0,4.5,0.8,0.0,189065.86,2.1912629254779867
2017-01-10,8003,82,320,177,1407,41,151,21.6,16.9,96.0,67.0,2.4,0.0,307.0,0.0,6.8,0.8,0.0,189065.86,1.6334790994236712
2017-01-10,43700,25,298,433,1339,17,67,22.9,16.0,97.0,61.0,1.2,0.0,407.0,0.0,9.1,0.8,0.0,189065.86,0.0
2017-01-10,43006,34,145,144,443,5,71,24.4,17.9,85.0,57.0,0.0,0.0,425.0,0.0,5.4,1.2,0.0,189065.86,0.0
2017-01-10,8593,33,0,1,5,0,0,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,17134,32,2,5,13,0,0,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,17003,26,226,227,512,14,32,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,17176,28,16,29,38,1,1,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,17177,34,3,11,9,0,0,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,17178,28,14,85,66,0,9,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,17179,34,2,5,12,0,0,23.0,17.2,92.0,62.5,0.9,0.0,379.0,0.0,6.050000000000001,1.35,0.0,189065.86,0.0
2017-01-10,8380,28,95,605,538,19,34,21.6,16.5,99.0,68.0,1.8,0.0,333.0,0.0,6.7,1.5,0.0,189065.86,0.0
2017-01-10,8585,54,2,2,27,0,1,19.950000000000003,14.55,99.5,70.0,0.9500000000000001,0.0,440.5,0.0,6.5,1.05,0.0,189065.86,0.0
2017-01-10,8529,23,4,0,15,0,1,18.3,12.6,100.0,72.0,0.1,0.0,548.0,0.0,6.3,0.6,0.0,189065.86,0.0
2017-01-11,17480,30,204,191,1111,14,49,19.5,5.8,92.0,55.0,0.0,0.0,565.0,0.0,8.1,0.5,0.0,141000.0,0.0
2017-01-11,8001,69,242,259,3062,166,245,20.1,13.8,76.0,55.0,0.0,0.0,587.0,0.0,5.9,0.6,0.0,141000.0,0.0
2017-01-11,8028,46,653,483,3201,73,227,18.7,12.0,90.0,65.0,0.0,0.0,673.0,0.0,6.9,0.8,0.0,141000.0,0.0
2017-01-11,8007,69,127,40,343,7,5,20.6,10.7,91.0,57.0,0.0,0.0,569.0,0.0,5.6,0.4,0.0,141000.0,0.0
2017-01-11,8003,82,320,177,1407,41,151,20.65,10.899999999999999,90.5,58.5,0.0,0.0,579.0,0.0,5.65,0.6000000000000001,0.0,141000.0,0.0
2017-01-11,43700,25,298,433,1339,17,67,20.7,11.1,90.0,60.0,0.0,0.0,589.0,0.0,5.7,0.8,0.0,141000.0,0.0
